"SourceFile","GPSLatitude","GPSLongitude","DateTimeOriginal","country"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_170804.jpg",48.5974089722222,7.76851297222222,"2022:11:29 16:34:26","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_170918.jpg",48.4040549722222,8.015442,"2022:11:30 11:40:10","Germany"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_171709.jpg",48.5805599722222,7.743723,"2022:11:29 15:23:49","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_171948.jpg",48.5807069722222,7.75072,"2022:11:29 15:05:21","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_172917.jpg",48.5813429722222,7.751222,"2022:11:29 14:43:25","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_172946.jpg",48.5817509722222,7.750473,"2022:11:29 14:17:17","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_173630.jpg",48.5814639722222,7.750674,"2022:11:29 14:08:44","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_173656.jpg",48.5821169722222,7.749984,"2022:11:29 13:59:07","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_173827.jpg",48.5816259722222,7.75091197222222,"2022:11:29 14:11:22","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_174049.jpg",48.583745,7.74769797222222,"2022:11:29 12:54:49","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_174135.jpg",48.58191,7.750917,"2022:11:29 12:41:57","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_174242.jpg",48.5820599722222,7.750942,"2022:11:29 12:37:38","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_174315.jpg",48.581972,7.75098997222222,"2022:11:29 12:38:36","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_174409.jpg",NA,NA,"2022:11:29 12:25:41",NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_174555.jpg",48.5814189722222,7.75093197222222,"2022:11:29 12:06:20","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_174622.jpg",48.5055949722222,7.60782,"2022:11:29 10:55:54","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_174647.jpg",48.581847,7.749749,"2022:11:29 12:00:38","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_174828.jpg",48.581167,7.751335,"2022:11:29 14:45:45","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_174840.jpg",48.5813419722222,7.751226,"2022:11:29 14:44:14","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_175030.jpg",48.462079,7.48202097222222,"2022:11:28 17:00:03","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_175233.jpg",48.4622269722222,7.48269497222222,"2022:11:28 16:47:39","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_175338.jpg",48.4629609722222,7.479923,"2022:11:28 16:41:39","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_175359.jpg",48.0799129722222,7.356325,"2022:11:27 16:57:52","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_175512.jpg",48.087493,7.27817897222222,"2022:11:27 20:26:36","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_175540.jpg",47.3910449722222,8.502999,"2022:11:27 15:37:40","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_175617.jpg",48.0866609722222,7.27647497222222,"2022:11:27 20:34:14","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_175642.jpg",48.0865039722222,7.277897,"2022:11:27 20:40:49","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_180605.jpg",48.0867089722222,7.27694797222222,"2022:11:27 16:01:29","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_180622.jpg",48.0867369722222,7.277319,"2022:11:27 16:00:40","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_180640.jpg",48.0867819722222,7.27735,"2022:11:27 16:00:16","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_180704.jpg",48.086834,7.27741097222222,"2022:11:27 15:59:19","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_180810.jpg",48.0868049722222,7.277927,"2022:11:27 15:57:53","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_180832.jpg",48.086829,7.278119,"2022:11:27 15:57:15","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_181250.jpg",48.07909,7.357967,"2022:11:28 13:22:40","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_181308.jpg",48.0790409722222,7.35792597222222,"2022:11:28 13:22:25","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_181349.jpg",48.076421,7.35958297222222,"2022:11:28 13:05:46","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_181416.jpg",48.0784889722222,7.358469,"2022:11:28 13:20:35","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_181605.jpg",48.076089,7.359505,"2022:11:28 13:04:16","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_181710.jpg",48.075727,7.35868197222222,"2022:11:28 12:45:14","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_181803.jpg",48.0754409722222,7.35807697222222,"2022:11:28 12:42:10","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_181905.jpg",48.0758429722222,7.35864397222222,"2022:11:28 12:43:25","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_182055.jpg",48.0739379722222,7.357324,"2022:11:28 12:34:37","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221212_182126.jpg",48.0740819722222,7.356644,"2022:11:28 12:38:26","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221218_173605.jpg",47.35571,8.577045,"2022:12:17 15:46:25","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221218_173658.jpg",47.351851,8.593818,"2022:12:17 16:15:51","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221218_174206.jpg",47.353113,8.58458,"2022:12:17 16:01:10","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221220_190518.jpg",48.505585,7.60770197222222,"2022:11:28 17:58:30","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221220_190601.jpg",48.505569,7.607743,"2022:11:28 17:57:29","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221220_190636.jpg",48.505594,7.60771397222222,"2022:11:28 17:56:02","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221220_190719.jpg",48.505589,7.607693,"2022:11:28 17:55:54","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221220_190741.jpg",48.505594,7.607742,"2022:11:28 17:50:42","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221220_190800.jpg",48.505603,7.607745,"2022:11:28 17:49:53","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221220_190919.jpg",48.073917,7.35764597222222,"2022:11:28 12:33:14","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221220_190959.jpg",48.0739739722222,7.35769697222222,"2022:11:28 12:32:40","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221220_221832.jpg",48.0741349722222,7.35940397222222,"2022:11:28 12:28:06","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221220_221911.jpg",48.0741919722222,7.35951297222222,"2022:11:28 12:27:48","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221220_222010.jpg",48.0743579722222,7.360043,"2022:11:28 12:26:53","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221220_222037.jpg",48.074592,7.360437,"2022:11:28 12:26:05","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221220_222215.jpg",48.074694,7.36035297222222,"2022:11:28 12:24:25","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221220_222259.jpg",48.0758799722222,7.35932,"2022:11:28 12:19:06","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221220_222425.jpg",48.0759589722222,7.358962,"2022:11:28 12:17:33","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221220_222503.jpg",48.076072,7.358976,"2022:11:28 12:16:45","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221220_232253.jpg",48.07632,7.35942997222222,"2022:11:28 12:15:38","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221220_232344.jpg",48.1388,7.26308297222222,"2022:11:28 11:27:05","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221220_232420.jpg",48.1387959722222,7.26282197222222,"2022:11:28 11:26:03","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221220_232537.jpg",48.138826,7.262887,"2022:11:28 11:25:53","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221220_232850.jpg",48.1389169722222,7.263002,"2022:11:28 11:25:37","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221220_233110.jpg",48.138911,7.262538,"2022:11:28 11:24:35","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221220_233214.jpg",48.1389399722222,7.26242197222222,"2022:11:28 11:22:54","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221220_233256.jpg",48.138899,7.26242197222222,"2022:11:28 11:22:38","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_085750.jpg",48.1395059722222,7.26113797222222,"2022:11:28 11:18:24","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_085812.jpg",48.140135,7.261281,"2022:11:28 11:16:24","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_085842.jpg",48.1403839722222,7.26135297222222,"2022:11:28 11:14:29","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_085948.jpg",48.140667,7.26130797222222,"2022:11:28 11:13:30","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_090052.jpg",48.1406909722222,7.26123397222222,"2022:11:28 11:13:16","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_090200.jpg",48.1407099722222,7.26114897222222,"2022:11:28 11:12:12","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_090936.jpg",48.1401699722222,7.259883,"2022:11:28 11:05:56","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_100411.jpg",48.140047,7.260003,"2022:11:28 11:05:25","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_100436.jpg",48.139929,7.260409,"2022:11:28 11:04:46","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_100454.jpg",48.139896,7.260561,"2022:11:28 11:04:33","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_100603.jpg",48.139425,7.26129497222222,"2022:11:28 11:01:24","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_100631.jpg",48.139094,7.261402,"2022:11:28 10:59:39","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_101138.jpg",48.1391419722222,7.261413,"2022:11:28 10:58:53","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_101204.jpg",48.13889,7.262424,"2022:11:28 10:56:42","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_101305.jpg",48.138924,7.26258497222222,"2022:11:28 10:55:52","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_101358.jpg",48.138874,7.26276297222222,"2022:11:28 10:55:32","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_144920.jpg",48.138854,7.262925,"2022:11:28 10:55:06","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_145006.jpg",48.1389169722222,7.263111,"2022:11:28 10:52:40","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_145044.jpg",48.1388389722222,7.26304297222222,"2022:11:28 10:54:22","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_170022.jpg",48.166521,7.29874797222222,"2022:11:28 10:07:18","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_170148.jpg",48.1671079722222,7.29666,"2022:11:28 09:41:35","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_223321.jpg",48.1666049722222,7.29846697222222,"2022:11:28 10:06:06","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_223436.jpg",48.1666839722222,7.29833597222222,"2022:11:28 10:05:47","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_223508.jpg",48.166643,7.29823397222222,"2022:11:28 10:05:07","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_223553.jpg",48.1666609722222,7.298275,"2022:11:28 10:04:53","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_223637.jpg",48.1666609722222,7.298275,"2022:11:28 10:04:51","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_223708.jpg",48.166674,7.29821897222222,"2022:11:28 10:04:17","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_223732.jpg",48.1667729722222,7.29792,"2022:11:28 10:03:33","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_223808.jpg",48.1668909722222,7.297506,"2022:11:28 09:57:44","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_223848.jpg",48.167082,7.297136,"2022:11:28 09:56:58","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_223956.jpg",48.1671869722222,7.29605897222222,"2022:11:28 09:54:03","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221221_224052.jpg",48.166809,7.29570297222222,"2022:11:28 09:51:24","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221222_114717.jpg",48.1672549722222,7.295817,"2022:11:28 09:49:02","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221222_114805.jpg",48.167216,7.29578197222222,"2022:11:28 09:48:49","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221222_114850.jpg",48.1672379722222,7.29557797222222,"2022:11:28 09:47:58","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221222_193642.jpg",48.1672399722222,7.295371,"2022:11:28 09:45:57","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221222_193757.jpg",48.1672239722222,7.29590897222222,"2022:11:28 09:44:17","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221222_193828.jpg",48.167321,7.29561597222222,"2022:11:28 09:45:29","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221222_193911.jpg",48.167217,7.296038,"2022:11:28 09:43:55","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221222_194009.jpg",48.167175,7.29628097222222,"2022:11:28 09:42:26","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221222_194149.jpg",48.166704,7.29786597222222,"2022:11:28 09:37:21","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221222_194233.jpg",48.166654,7.298184,"2022:11:28 09:36:45","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221222_194332.jpg",48.166316,7.299342,"2022:11:28 09:32:36","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221222_194356.jpg",48.1665309722222,7.29882897222222,"2022:11:28 09:34:55","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221222_194430.jpg",48.166848,7.29762297222222,"2022:11:28 09:38:14","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221222_194504.jpg",48.167135,7.296833,"2022:11:28 09:40:41","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221222_194538.jpg",48.1667649722222,7.297587,"2022:11:28 09:38:56","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221222_194704.jpg",48.5808609722222,7.743622,"2022:11:29 15:25:43","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221222_194729.jpg",48.4049759722222,8.01575397222222,"2022:11:30 11:47:13","Germany"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221222_194745.jpg",NA,NA,"2022:11:27 17:37:22",NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221222_194838.jpg",47.993673,7.85390197222222,"2022:12:02 13:05:08","Germany"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221222_194918.jpg",47.993831,7.85202797222222,"2022:12:02 14:57:36","Germany"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221225_173452.jpg",46.357289,6.475933,"2022:12:25 17:32:18","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221225_205240.jpg",46.373719,6.478739,"2022:12:25 18:24:29","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221225_205315.jpg",46.373614,6.47852097222222,"2022:12:25 18:24:51","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221225_205410.jpg",46.3718229722222,6.47923797222222,"2022:12:25 18:41:10","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221227_165843.jpg",46.3317309722222,6.46486697222222,"2022:12:27 12:20:19","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221227_165927.jpg",46.332081,6.46503897222222,"2022:12:27 12:27:59","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221227_170035.jpg",46.3753489722222,6.476435,"2022:12:26 12:40:16","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221227_170110.jpg",46.3320849722222,6.465042,"2022:12:27 12:28:09","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221228_150617.jpg",46.39656,6.59383097222222,"2022:12:28 13:41:38","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221228_150843.jpg",NA,NA,"2022:12:28 13:45:24",NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221228_150929.jpg",46.3969489722222,6.59404797222222,"2022:12:28 13:48:14","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20221228_151053.jpg",46.396577,6.593822,"2022:12:28 13:44:08","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230101_183216.jpg",46.4314499722222,6.60643797222222,"2023:01:01 11:58:12","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230101_183252.jpg",46.432614,6.606759,"2023:01:01 11:58:31","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230101_183321.jpg",46.4352609722222,6.60712,"2023:01:01 11:59:14","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230101_183350.jpg",46.5052799722222,6.62883697222222,"2023:01:01 12:28:54","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230128_104513.jpg",46.8638779722222,8.635664,"2023:01:28 10:41:19","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230128_104657.jpg",46.8923399722222,8.62255597222222,"2023:01:28 10:39:32","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230128_162126.jpg",46.154885,8.76754,"2023:01:28 14:39:28","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230128_162229.jpg",46.155946,8.767483,"2023:01:28 14:33:56","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230128_162257.jpg",46.154009,8.76855397222222,"2023:01:28 14:43:31","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230128_162405.jpg",46.1535409722222,8.771731,"2023:01:28 15:05:37","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230128_162448.jpg",46.154175,8.769498,"2023:01:28 15:15:59","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230128_162602.jpg",46.152476,8.77063897222222,"2023:01:28 14:55:48","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230319_164824.jpg",47.3751549722222,8.54144997222222,"2023:03:19 15:18:22","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230319_164908.jpg",47.3751869722222,8.541273,"2023:03:19 15:18:45","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230319_164931.jpg",47.3751869722222,8.541273,"2023:03:19 15:19:02","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230319_164956.jpg",47.375179,8.54127597222222,"2023:03:19 15:19:11","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230319_165018.jpg",47.375146,8.54132397222222,"2023:03:19 15:19:31","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230319_165129.jpg",47.3751549722222,8.54144997222222,"2023:03:19 15:18:03","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230319_165210.jpg",47.3751609722222,8.54135697222222,"2023:03:19 15:21:13","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230319_165300.jpg",47.3751519722222,8.54132597222222,"2023:03:19 15:21:32","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230402_000433.jpg",NA,NA,NA,NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230402_000451.jpg",NA,NA,NA,NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230402_000512.jpg",NA,NA,NA,NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230402_000524.jpg",NA,NA,NA,NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230402_000547.jpg",NA,NA,NA,NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230402_000606.jpg",NA,NA,NA,NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230402_000619.jpg",NA,NA,NA,NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230403_192203.jpg",31.6302179722222,-8.01681497222222,"2023:04:03 12:45:02","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230403_192230.jpg",31.6232599722222,-7.988627,"2023:04:03 13:09:04","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230403_192315.jpg",31.6232569722222,-7.98862497222222,"2023:04:03 13:09:25","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230403_193039.jpg",31.623203,-7.989181,"2023:04:03 13:15:55","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230403_193403.jpg",31.6252099722222,-7.98771697222222,"2023:04:03 14:21:56","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230403_194717.jpg",31.6234619722222,-7.988635,"2023:04:03 15:34:28","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230403_194802.jpg",31.623435,-7.98865797222222,"2023:04:03 15:34:45","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230403_195022.jpg",31.623432,-7.98862997222222,"2023:04:03 15:35:21","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230403_204827.jpg",31.6234579722222,-7.988653,"2023:04:03 15:36:29","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230403_205002.jpg",31.623456,-7.988653,"2023:04:03 15:36:43","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230403_205140.jpg",31.6233579722222,-7.98869297222222,"2023:04:03 15:37:07","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230403_205533.jpg",31.623401,-7.988684,"2023:04:03 15:38:41","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230403_205720.jpg",31.623837,-7.993062,"2023:04:03 15:55:46","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230403_205841.jpg",31.623308,-7.993203,"2023:04:03 15:57:48","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230403_205935.jpg",31.630811,-7.98659797222222,"2023:04:03 16:46:07","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230403_205951.jpg",31.623757,-7.993081,"2023:04:03 15:56:28","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230403_210023.jpg",31.6232579722222,-7.99309897222222,"2023:04:03 16:01:17","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230403_210438.jpg",31.624952,-7.99108197222222,"2023:04:03 16:07:49","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230403_210445.jpg",31.6252789722222,-7.990407,"2023:04:03 16:08:47","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230403_212102.jpg",31.630347,-7.98592897222222,"2023:04:03 17:01:11","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230404_090356.jpg",31.6246149722222,-7.98992797222222,"2023:04:04 09:03:02","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230404_104123.jpg",31.363112,-7.925778,"2023:04:04 10:06:41","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230404_111207.jpg",31.322724,-7.952892,"2023:04:04 10:50:13","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230404_160417.jpg",31.131188,-7.918351,"2023:04:04 13:56:07","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230404_182322.jpg",31.2256409722222,-7.974706,"2023:04:04 11:35:54","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230404_182408.jpg",31.1401889722222,-7.90928597222222,"2023:04:04 12:23:45","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230404_182516.jpg",31.1401949722222,-7.90929797222222,"2023:04:04 12:24:41","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230404_182548.jpg",31.1399809722222,-7.90940697222222,"2023:04:04 12:37:55","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230404_182616.jpg",31.140115,-7.90934997222222,"2023:04:04 12:39:54","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230404_182736.jpg",31.1287559722222,-7.91974397222222,"2023:04:04 14:13:59","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230404_182751.jpg",31.1287239722222,-7.91976,"2023:04:04 14:14:13","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230404_182838.jpg",31.316523,-8.09935397222222,"2023:04:04 16:11:22","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230404_202341.jpg",31.316506,-8.099344,"2023:04:04 16:15:22","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230404_202349.jpg",31.316517,-8.099348,"2023:04:04 16:14:51","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230404_202950.jpg",31.1401649722222,-7.909354,"2023:04:04 12:40:17","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230404_203353.jpg",31.3165319722222,-8.09933997222222,"2023:04:04 16:05:28","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230405_174738.jpg",31.618164,-7.989205,"2023:04:05 09:14:31","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230405_175307.jpg",31.617343,-7.988648,"2023:04:05 09:24:00","Morocco"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20230405_175412.jpg",31.617335,-7.98855997222222,"2023:04:05 09:25:30","Morocco"
